LSOA21CD,LSOA21NM,Total,Aged 4 years and under,Aged 5 to 9 years,Aged 10 to 15 years,Aged 16 to 19 years,Aged 20 to 24 years,Aged 25 to 34 years,Aged 35 to 49 years,Aged 50 to 64 years,Aged 65 to 74 years,Aged 75 to 84 years,Aged 85 years and over
E01000353,Bexley 011A,1634,49,94,103,54,73,133,285,357,243,168,75
E01000354,Bexley 011B,1491,74,93,91,75,89,180,274,341,149,82,43
E01000355,Bexley 011C,1437,68,72,68,47,71,158,233,310,209,152,49
E01000356,Bexley 009A,1567,95,94,106,53,59,157,294,297,174,159,79
E01000357,Bexley 009B,1399,71,85,119,70,86,134,293,310,126,77,28
E01000358,Bexley 011D,1659,79,100,123,68,77,205,327,333,188,108,51
E01000359,Bexley 009C,1263,66,61,84,51,67,131,237,268,156,111,31
E01000360,Bexley 015A,1911,116,104,130,73,95,287,411,347,150,116,82
E01000361,Bexley 020C,1591,95,98,127,62,81,213,320,358,138,73,26
E01000362,Bexley 015B,1863,104,123,139,60,95,292,377,310,162,128,73
E01000363,Bexley 020D,1560,102,86,113,59,88,165,290,336,186,97,38
E01000364,Bexley 023A,1694,86,113,141,68,73,198,366,360,128,119,42
E01000365,Bexley 015C,1729,108,116,114,64,83,198,356,290,159,149,92
E01000366,Bexley 015D,1642,111,123,94,60,77,216,409,322,130,73,27
E01000367,Bexley 010A,2264,160,198,229,130,104,345,461,375,150,85,27
E01000368,Bexley 010B,1678,124,140,164,87,86,213,380,313,100,48,23
E01000369,Bexley 014C,1731,84,125,119,76,73,193,351,349,195,115,51
E01000370,Bexley 014D,1559,81,88,90,65,59,178,301,325,185,131,56
E01000371,Bexley 014E,1623,127,109,97,59,90,245,344,267,149,98,38
E01000372,Bexley 010C,1690,87,129,170,76,108,199,358,321,129,87,26
E01000373,Bexley 008A,1326,141,139,139,56,58,288,289,152,31,25,8
E01000374,Bexley 019A,1580,98,113,193,115,88,196,321,288,88,60,20
E01000375,Bexley 019B,2125,155,182,150,103,109,386,489,343,122,70,16
E01000376,Bexley 019C,1614,92,117,121,82,98,232,359,285,138,69,21
E01000377,Bexley 019D,1473,85,85,87,55,64,227,294,296,129,115,36
E01000379,Bexley 019F,1711,84,99,153,81,112,238,341,349,144,85,25
E01000380,Bexley 010D,1737,85,72,97,47,80,296,345,369,203,107,36
E01000381,Bexley 028A,1618,98,119,123,74,85,203,313,331,137,97,38
E01000382,Bexley 027A,1570,78,79,133,75,87,143,311,335,159,121,49
E01000383,Bexley 028B,1593,99,98,96,51,91,155,272,357,190,139,45
E01000384,Bexley 027B,1720,117,97,105,69,100,244,352,325,182,85,44
E01000385,Bexley 028C,2007,143,170,207,122,112,274,429,304,142,73,31
E01000386,Bexley 028D,1538,88,93,127,80,107,199,296,285,138,76,49
E01000387,Bexley 027C,1556,79,93,103,64,80,155,307,334,196,99,46
E01000388,Bexley 016A,1512,79,96,105,54,57,145,292,312,176,143,53
E01000389,Bexley 020E,1700,82,105,127,64,66,203,404,289,182,123,55
E01000390,Bexley 020F,1327,79,86,94,53,73,159,246,270,147,96,24
E01000391,Bexley 021E,1751,109,133,137,80,91,233,390,317,145,78,38
E01000392,Bexley 016B,1959,132,151,182,75,107,349,454,313,129,42,25
E01000393,Bexley 020G,1697,92,139,129,58,66,217,408,335,154,77,22
E01000394,Bexley 015E,1628,76,96,118,53,79,219,336,288,145,122,96
E01000395,Bexley 018B,1530,84,75,117,73,74,150,327,345,154,93,38
E01000396,Bexley 018C,1453,82,98,112,42,78,179,298,307,133,89,35
E01000398,Bexley 029A,1593,86,80,126,76,84,175,329,346,153,103,35
E01000399,Bexley 029B,1571,84,90,105,67,74,175,316,322,165,124,49
E01000400,Bexley 029C,1573,79,85,116,70,81,204,317,347,150,89,35
E01000401,Bexley 013A,1816,107,101,149,94,92,249,355,316,145,142,66
E01000402,Bexley 005B,1603,115,116,133,79,86,207,314,304,154,70,25
E01000403,Bexley 004A,2404,178,205,187,89,114,346,471,391,201,140,82
E01000404,Bexley 004B,2423,250,243,240,109,140,433,591,304,65,35,13
E01000405,Bexley 004C,1576,138,115,156,98,106,230,355,277,63,29,9
E01000406,Bexley 005C,2144,202,175,169,74,123,399,484,347,109,47,15
E01000407,Bexley 005D,1869,100,118,133,69,79,265,392,305,189,150,69
E01000408,Bexley 004D,1773,124,135,174,86,116,262,404,301,99,57,15
E01000409,Bexley 016C,1741,108,134,123,69,71,208,391,341,159,99,38
E01000410,Bexley 018D,1660,103,116,146,69,92,190,381,318,146,64,35
E01000411,Bexley 016D,1493,82,92,102,86,78,180,308,301,145,92,27
E01000412,Bexley 018E,1766,112,102,169,71,105,237,407,335,123,61,44
E01000413,Bexley 018F,1348,65,91,94,68,80,175,274,273,116,75,37
E01000414,Bexley 016E,1896,104,118,135,90,97,281,439,321,150,100,61
E01000415,Bexley 016F,1466,54,81,99,59,79,169,290,334,183,77,41
E01000416,Bexley 002A,1630,63,112,152,112,98,239,312,324,133,63,22
E01000417,Bexley 006B,1741,109,112,129,62,84,223,379,349,158,96,40
E01000418,Bexley 002B,1947,120,141,161,92,124,282,426,360,146,73,22
E01000419,Bexley 006C,1492,84,80,96,46,79,154,277,302,168,147,59
E01000420,Bexley 006D,1522,98,88,97,73,71,164,270,350,148,108,55
E01000421,Bexley 009D,1520,73,72,91,48,91,119,279,337,210,139,61
E01000422,Bexley 002C,1338,92,113,152,82,71,183,288,274,51,25,7
E01000423,Bexley 025C,1606,92,109,107,64,90,158,317,332,143,130,64
E01000424,Bexley 026A,1728,58,76,91,85,98,240,328,365,164,147,76
E01000425,Bexley 025D,1800,113,108,120,73,70,145,362,356,195,166,92
E01000426,Bexley 026B,1672,106,102,101,61,84,287,361,316,155,78,21
E01000427,Bexley 026C,2011,114,121,117,71,128,267,344,373,224,182,70
E01000428,Bexley 027D,1905,132,85,119,68,110,321,352,312,149,154,103
E01000429,Bexley 008B,1690,152,149,164,61,94,231,433,301,70,28,7
E01000430,Bexley 008C,2051,120,182,225,128,132,242,470,390,93,39,30
E01000431,Bexley 008D,1198,85,78,123,72,90,144,236,244,74,42,10
E01000433,Bexley 008F,1957,154,147,221,113,125,272,407,340,106,53,19
E01000434,Bexley 008G,1594,98,119,155,99,120,203,299,340,86,52,23
E01000435,Bexley 010E,1490,108,116,121,76,96,210,272,285,107,70,29
E01000436,Bexley 011E,1760,99,115,146,90,87,159,361,325,193,123,62
E01000437,Bexley 007A,1373,70,84,109,66,95,155,258,316,115,76,29
E01000438,Bexley 007B,1689,126,129,158,90,85,221,336,314,137,72,21
E01000439,Bexley 007C,1423,88,90,151,72,87,182,305,256,123,50,19
E01000440,Bexley 007D,1387,51,68,90,67,83,143,256,300,181,112,36
E01000441,Bexley 007E,1806,120,154,198,105,89,221,404,322,113,63,17
E01000442,Bexley 006E,1679,84,97,130,77,91,192,311,381,171,102,43
E01000443,Bexley 024B,1331,77,95,108,51,85,156,284,264,109,74,28
E01000444,Bexley 023B,1641,94,69,112,88,54,137,303,375,223,136,50
E01000445,Bexley 024C,1666,89,97,124,79,67,166,329,331,167,150,67
E01000446,Bexley 024D,1504,78,98,108,49,89,225,317,304,141,79,16
E01000447,Bexley 023C,1960,133,121,121,73,91,354,436,346,126,116,43
E01000448,Bexley 023D,1346,57,61,112,56,91,106,252,292,140,121,58
E01000449,Bexley 023E,1562,84,77,102,61,65,155,277,324,174,149,94
E01000450,Bexley 009E,1800,101,126,180,105,103,201,410,346,120,74,34
E01000451,Bexley 009F,1750,101,110,119,76,104,242,340,378,161,86,33
E01000452,Bexley 009G,1421,79,78,110,74,83,187,295,291,138,68,18
E01000453,Bexley 013B,1479,95,88,109,85,79,181,331,270,127,88,26
E01000454,Bexley 013C,1632,111,87,110,77,88,220,346,334,131,91,37
E01000455,Bexley 013D,1794,82,106,137,96,106,178,419,393,152,81,44
E01000456,Bexley 013E,1423,78,91,122,64,77,161,301,296,137,63,33
E01000457,Bexley 026D,2175,116,113,115,127,205,403,459,271,142,121,103
E01000458,Bexley 027E,1543,57,79,106,68,82,133,276,312,174,155,101
E01000459,Bexley 027F,1870,86,102,97,82,126,251,329,351,179,170,97
E01000460,Bexley 022E,1261,69,74,87,39,46,122,242,308,178,74,22
E01000461,Bexley 024E,1640,92,86,135,73,110,176,318,338,159,114,39
E01000462,Bexley 026E,2053,96,89,112,140,219,318,372,303,156,139,109
E01000463,Bexley 025E,1250,74,74,95,55,70,151,253,262,130,61,25
E01000464,Bexley 002D,1518,66,106,158,104,95,160,317,335,107,60,10
E01000465,Bexley 002E,1688,120,137,141,65,104,226,350,348,109,69,19
E01000466,Bexley 001A,1714,102,127,189,98,107,243,329,349,116,50,4
E01000467,Bexley 001B,1679,118,120,183,86,91,203,363,344,100,47,24
E01000468,Bexley 001C,2929,200,260,379,219,163,330,699,547,91,32,9
E01000469,Bexley 001D,1736,127,146,170,76,84,244,375,373,95,37,9
E01000470,Bexley 002F,1306,114,103,128,57,91,170,274,242,86,37,4
E01000471,Brent 026A,1717,58,78,130,73,119,316,347,386,117,67,26
E01000472,Brent 029A,2404,186,175,172,109,119,516,677,287,85,60,18
E01000473,Brent 029B,2705,151,152,208,206,234,453,691,379,133,64,34
E01000474,Brent 026B,2269,128,123,156,150,181,419,470,415,140,61,26
E01000475,Brent 029C,2126,128,148,145,87,142,365,557,337,122,70,25
E01000476,Brent 026C,2196,126,121,122,93,188,446,403,381,175,107,34
E01000477,Brent 026D,2377,141,134,224,122,187,390,565,420,121,54,19
E01000478,Brent 029D,2529,184,155,168,118,173,483,597,372,153,96,30
E01000479,Brent 009A,1757,74,89,139,79,120,242,367,329,169,113,36
E01000480,Brent 006A,1689,71,90,122,88,114,268,332,340,150,83,31
E01000481,Brent 009B,1638,105,141,123,83,102,251,414,236,108,60,15
E01000483,Brent 009D,1854,128,128,172,120,126,279,383,340,115,43,20
E01000484,Brent 006B,1765,94,108,147,116,141,256,353,368,119,45,18
E01000485,Brent 006C,1606,76,80,119,66,92,201,332,277,136,118,109
E01000486,Brent 006D,1702,93,100,124,98,110,264,353,282,150,91,37
E01000487,Brent 006E,1988,105,112,148,95,139,303,457,283,177,93,76
E01000488,Brent 022A,1648,81,81,116,96,144,325,349,292,98,48,18
E01000489,Brent 030A,1727,82,81,118,91,95,286,348,318,182,73,53
E01000490,Brent 023A,1771,101,93,63,34,138,440,469,297,80,44,12
E01000491,Brent 030B,2064,109,96,154,100,127,396,475,387,129,63,28
E01000492,Brent 030C,1272,61,84,99,52,51,166,297,255,116,65,26
E01000493,Brent 030D,1595,89,73,130,62,66,219,365,326,126,93,46
E01000494,Brent 023B,1761,82,81,122,70,121,330,413,242,144,90,66
E01000495,Brent 023C,1590,63,82,75,35,129,354,360,266,112,86,28
E01000497,Brent 011A,2071,95,72,117,93,148,358,380,485,157,130,36
E01000498,Brent 010B,1686,110,138,176,96,121,220,304,316,105,64,36
E01000499,Brent 011B,1897,130,135,186,115,160,335,369,298,96,51,22
E01000501,Brent 011C,2028,139,152,174,112,192,298,388,369,100,77,27
E01000502,Brent 011D,1881,157,171,163,95,98,281,414,308,91,65,38
E01000503,Brent 011E,2091,132,134,161,89,125,317,470,368,169,82,44
E01000504,Brent 018A,1797,115,133,104,56,147,326,412,306,116,58,24
E01000505,Brent 018B,1675,123,80,126,70,126,328,308,281,116,87,30
E01000506,Brent 014A,1661,96,134,109,74,118,282,404,318,80,32,14
E01000507,Brent 018C,1621,77,96,114,54,123,252,380,267,143,73,42
E01000508,Brent 025A,2613,205,184,390,157,142,298,634,357,134,76,36
E01000509,Brent 014B,1437,53,104,116,74,103,217,301,271,89,88,21
E01000510,Brent 014C,1672,118,127,118,82,126,298,345,237,131,56,34
E01000511,Brent 014D,1771,186,128,120,100,147,244,384,256,130,53,23
E01000512,Brent 018D,1703,83,93,118,107,130,247,377,314,126,79,29
E01000513,Brent 002A,1680,90,84,144,91,128,209,349,320,129,85,51
E01000514,Brent 002B,1570,78,93,132,98,117,235,370,268,108,58,13
E01000515,Brent 003A,1877,134,120,154,103,126,278,451,322,118,59,12
E01000516,Brent 002C,2347,171,107,165,117,166,526,512,345,116,86,36
E01000517,Brent 003B,1623,68,84,132,61,106,239,353,278,170,87,45
E01000518,Brent 005A,1914,91,109,126,82,140,311,420,393,133,73,36
E01000519,Brent 005B,2016,129,106,165,113,137,346,428,379,123,64,26
E01000520,Brent 002D,1676,88,109,142,73,96,241,373,306,119,91,38
E01000521,Brent 025B,2277,146,134,194,152,204,344,441,494,100,50,18
E01000522,Brent 025C,2051,140,183,201,104,155,228,478,395,84,58,25
E01000523,Brent 031A,2299,140,180,221,132,131,320,558,440,103,56,18
E01000524,Brent 031B,2421,153,164,196,138,174,399,558,415,135,72,17
E01000525,Brent 031C,1853,113,123,161,92,99,296,433,361,101,56,18
E01000526,Brent 025D,2199,122,158,201,122,171,274,418,476,139,82,36
E01000527,Brent 025E,1875,104,155,176,97,95,253,407,375,122,64,27
E01000528,Brent 025F,1727,116,115,137,80,116,265,392,332,102,55,17
E01000530,Brent 033A,1822,103,111,137,81,75,296,413,374,114,85,33
E01000531,Brent 033B,1801,97,100,109,52,111,314,415,354,137,74,38
E01000532,Brent 033C,1508,109,96,62,58,74,299,368,269,99,55,19
E01000533,Brent 031E,2174,126,135,182,105,177,275,488,451,118,77,40
E01000534,Brent 033D,1747,107,119,125,66,101,252,406,386,111,49,25
E01000535,Brent 031F,2052,122,121,143,80,132,341,497,398,107,88,23
E01000536,Brent 004A,1562,69,83,108,61,72,215,307,289,166,134,58
E01000538,Brent 004B,1620,116,118,115,63,75,214,307,277,193,96,46
E01000539,Brent 004C,1582,89,79,117,57,89,182,366,258,188,108,49
E01000540,Brent 004D,1457,72,74,69,40,84,229,284,246,196,129,34
E01000541,Brent 004E,1410,95,61,91,51,88,212,350,238,126,73,25
E01000543,Brent 003E,1626,77,102,99,60,120,258,361,281,146,87,35
E01000544,Brent 034A,1770,90,126,130,87,122,360,412,304,78,47,14
E01000545,Brent 028A,1921,105,94,99,49,134,438,562,273,86,65,16
E01000546,Brent 028B,1643,79,63,110,49,113,355,357,334,100,62,21
E01000547,Brent 028C,1657,100,100,115,57,116,311,408,300,89,47,14
E01000548,Brent 028D,1982,89,83,111,56,121,588,470,280,112,53,19
E01000549,Brent 028E,1814,104,63,94,37,94,415,493,325,106,55,28
E01000550,Brent 034B,2022,96,106,129,91,122,397,465,367,141,75,33
E01000551,Brent 034C,2896,152,182,250,154,242,519,588,571,137,79,22
E01000552,Brent 034D,1513,98,104,159,82,87,267,315,290,57,40,14
E01000553,Brent 015A,2041,113,115,126,77,145,388,461,398,125,71,22
E01000554,Brent 015B,1970,128,116,174,77,112,296,546,309,122,62,28
E01000555,Brent 015C,1585,73,86,136,81,119,256,315,294,129,68,28
E01000556,Brent 015D,2088,124,72,87,50,153,473,566,413,107,32,11
E01000557,Brent 015E,1865,87,95,102,63,156,371,524,297,101,48,21
E01000558,Brent 015F,1389,58,83,101,39,88,260,312,259,114,58,17
E01000559,Brent 018E,1382,53,44,48,62,79,296,318,307,104,58,13
E01000560,Brent 023D,1561,70,62,118,49,105,343,341,283,127,46,17
E01000561,Brent 023E,1936,100,96,125,73,133,522,410,307,109,44,17
E01000562,Brent 008A,1510,49,71,102,71,74,197,276,314,195,118,43
E01000563,Brent 008B,1589,64,64,89,92,100,231,282,320,182,117,48
E01000564,Brent 013A,1624,108,109,147,61,108,295,372,265,92,46,21
E01000565,Brent 013B,1532,72,97,143,76,102,183,334,285,144,78,18
E01000566,Brent 008C,1553,73,82,104,76,108,216,316,283,162,95,38
E01000567,Brent 016A,1399,87,82,112,73,72,191,295,283,113,64,27
E01000568,Brent 008D,2222,112,75,64,201,319,464,421,361,93,66,46
E01000569,Brent 008E,1457,57,67,69,68,112,186,261,315,166,118,38
E01000570,Brent 012A,1546,59,68,82,72,108,265,335,320,132,77,28
E01000571,Brent 012B,1763,64,76,95,79,124,318,357,369,136,102,43
E01000572,Brent 007A,1497,96,98,116,57,87,236,317,244,136,79,31
E01000573,Brent 007B,1671,122,91,94,80,136,340,328,247,126,75,32
E01000574,Brent 007C,1652,136,90,92,74,175,281,351,252,121,55,25
E01000575,Brent 007D,2153,154,133,112,75,136,504,528,324,101,54,32
E01000576,Brent 012C,1875,92,109,112,71,145,368,404,296,137,109,32
E01000577,Brent 007E,2583,218,189,277,126,195,504,532,405,81,40,16
E01000578,Brent 012D,2323,144,171,167,99,111,347,548,387,164,106,79
E01000579,Brent 032A,1587,92,77,94,56,82,312,385,319,101,47,22
E01000580,Brent 032B,2087,177,130,131,72,117,294,525,346,179,88,28
E01000581,Brent 030E,1512,74,87,151,72,70,224,340,341,90,48,15
E01000582,Brent 032C,1853,159,119,154,119,76,206,487,308,128,72,25
E01000583,Brent 032D,2052,104,107,113,72,131,395,503,339,208,64,16
E01000584,Brent 033E,1563,113,100,96,52,62,247,377,303,112,66,35
E01000585,Brent 033F,1506,112,88,92,62,68,277,383,282,78,44,20
E01000586,Brent 032E,2380,140,109,135,72,175,604,608,390,96,37,14
E01000587,Brent 001A,1626,88,85,93,70,115,301,346,270,142,76,40
E01000589,Brent 001B,2549,148,139,174,124,176,455,593,417,181,105,37
E01000590,Brent 001C,1934,125,101,113,88,134,313,421,334,151,108,46
E01000591,Brent 003F,2181,141,115,139,102,157,424,484,351,159,81,28
E01000592,Brent 001D,1831,90,94,134,55,117,297,429,320,174,99,22
E01000593,Brent 001E,2120,123,123,143,100,175,366,449,382,156,80,23
E01000594,Brent 001F,1813,94,107,116,62,136,372,420,274,120,85,27
E01000595,Brent 027A,1785,139,155,223,95,121,182,392,332,82,44,20
E01000596,Brent 021A,1849,116,155,237,110,124,254,317,340,126,55,15
E01000599,Brent 027D,1889,107,123,164,117,132,323,428,337,93,45,20
E01000601,Brent 021B,1385,58,84,162,138,114,160,263,294,64,34,14
E01000602,Brent 021C,1455,64,81,144,97,121,183,264,323,94,62,22
E01000603,Brent 021D,1443,120,110,125,79,94,221,302,251,80,41,20
E01000604,Brent 021E,1741,80,111,192,125,159,263,279,349,109,51,23
E01000605,Brent 021F,1763,60,109,194,160,146,195,343,349,134,55,18
E01000606,Brent 016B,1872,101,104,135,118,152,324,410,306,115,79,28
E01000607,Brent 013C,2591,190,134,165,132,247,490,565,390,145,90,43
E01000608,Brent 013D,2338,172,150,142,95,137,414,559,419,139,79,32
E01000609,Brent 016C,2060,113,132,150,105,135,361,465,348,154,72,25
E01000610,Brent 019A,2187,134,134,169,109,144,331,490,387,157,80,52
E01000611,Brent 016D,1925,134,99,153,82,119,399,472,277,112,64,14
E01000612,Brent 019B,1765,90,101,144,87,98,306,451,276,139,53,20
E01000613,Brent 013E,1754,133,106,122,76,106,340,412,291,103,51,14
E01000615,Brent 036A,3193,167,141,133,391,687,633,550,294,104,77,16
E01000616,Brent 020A,1934,85,107,112,85,148,322,540,355,111,43,26
E01000617,Brent 036B,2269,116,113,141,85,159,467,531,358,156,112,31
E01000618,Brent 036D,1676,85,103,105,93,108,264,348,327,123,87,33
E01000619,Brent 036C,1699,76,111,156,75,113,255,329,334,119,95,36
E01000620,Brent 020B,1750,68,92,104,74,111,274,361,338,152,100,76
E01000621,Brent 020C,1811,89,112,123,77,118,308,426,343,103,80,32
E01000622,Brent 010D,1980,212,170,179,66,101,262,483,354,76,63,14
E01000623,Brent 005C,1881,126,102,139,84,107,313,430,321,140,81,38
E01000624,Brent 005D,1745,97,102,116,62,122,243,353,317,163,114,56
E01000625,Brent 009E,1672,94,82,120,105,124,232,349,294,134,93,45
E01000626,Brent 010E,1545,111,103,131,69,103,260,326,283,93,53,13
E01000627,Brent 014E,2048,102,129,153,105,190,328,421,384,119,86,31
E01000628,Brent 014F,1767,83,84,135,74,120,289,409,358,138,53,24
E01000629,Brent 005E,1977,113,121,135,101,130,304,431,372,137,101,32
E01000630,Brent 026E,2728,162,141,196,106,184,544,647,494,171,50,33
E01000631,Brent 019C,2073,123,111,125,94,138,393,442,349,173,91,34
E01000632,Brent 029E,2482,130,130,166,143,220,476,501,427,156,101,32
E01000633,Brent 019D,2616,189,194,192,126,181,511,586,407,141,60,29
E01000634,Brent 019E,2641,162,168,212,143,233,424,661,416,133,59,30
E01000636,Brent 020E,2602,163,140,184,104,187,475,624,436,158,88,43
E01000637,Brent 022B,1508,78,70,109,47,99,320,350,251,108,46,30
E01000638,Brent 024A,2140,179,148,154,107,144,347,568,322,109,44,18
E01000639,Brent 022C,1714,96,76,105,54,133,350,473,297,74,40,16
E01000640,Brent 024B,2216,180,142,161,131,164,386,489,394,94,61,14
E01000641,Brent 024C,1951,144,155,142,86,141,318,498,300,84,67,16
E01000642,Brent 022D,2214,99,86,97,60,169,589,569,351,105,54,35
E01000643,Brent 024D,2244,110,137,223,121,140,282,514,506,114,66,31
E01000644,Brent 022E,1914,111,90,101,77,124,405,471,324,136,43,32
E01000645,Bromley 007A,1451,71,94,113,59,59,108,279,362,157,105,44
E01000646,Bromley 016A,1828,114,108,127,65,62,266,426,323,126,117,94
E01000647,Bromley 016B,1707,104,131,162,75,68,214,405,333,136,67,12
E01000648,Bromley 016C,1889,109,125,152,84,94,242,392,391,151,102,47
E01000649,Bromley 007B,2068,110,123,184,93,81,210,477,391,207,132,60
E01000650,Bromley 022A,1806,71,104,153,83,60,124,358,409,213,173,58
E01000651,Bromley 020A,1681,74,89,126,56,67,150,373,322,145,136,143
E01000652,Bromley 022B,1711,82,121,117,61,67,166,359,362,196,128,52
E01000653,Bromley 016D,1540,70,88,122,59,65,106,296,352,203,134,45
E01000654,Bromley 039A,1299,83,83,103,61,60,157,266,235,154,74,23
E01000655,Bromley 039B,1329,75,79,114,68,68,173,265,256,139,75,17
E01000656,Bromley 039C,1511,75,87,103,71,83,157,277,326,198,102,32
E01000657,Bromley 039D,1572,95,87,103,65,71,204,325,327,167,99,29
E01000658,Bromley 042A,1331,32,53,77,58,54,103,182,303,204,199,66
E01000659,Bromley 039E,1462,76,100,124,83,91,143,298,331,131,64,21
E01000661,Bromley 026A,2816,220,264,236,122,125,452,686,394,146,87,84
E01000662,Bromley 026B,1800,115,131,141,87,99,218,390,388,129,71,31
E01000663,Bromley 026C,1682,106,123,137,89,84,153,370,317,155,89,59
E01000664,Bromley 026D,1662,97,113,150,93,86,183,367,321,137,85,30
E01000665,Bromley 033A,1858,112,96,146,95,86,245,365,402,180,93,38
E01000666,Bromley 033B,1892,74,68,125,84,100,144,304,441,293,171,88
E01000667,Bromley 033C,1658,51,83,138,89,71,140,279,414,205,130,58
E01000668,Bromley 020B,2222,175,145,138,72,89,367,561,389,132,86,68
E01000669,Bromley 020C,1734,124,106,118,74,66,241,445,337,114,68,41
E01000670,Bromley 018A,1944,102,108,128,57,77,291,478,376,157,129,41
E01000671,Bromley 020D,2271,150,148,155,67,99,411,568,358,153,112,50
E01000672,Bromley 011A,1673,97,91,127,51,52,209,406,306,158,106,70
E01000673,Bromley 011B,1669,103,129,148,65,59,181,457,301,129,63,34
E01000674,Bromley 008A,1715,114,107,112,52,114,237,438,294,125,76,46
E01000676,Bromley 008B,2031,139,110,99,50,136,533,512,263,99,63,27
E01000677,Bromley 018C,1901,138,153,142,47,70,321,549,314,100,49,18
E01000678,Bromley 016E,1851,117,125,154,73,91,257,443,341,165,59,26
E01000679,Bromley 020E,1793,144,141,135,81,72,201,468,358,107,69,17
E01000680,Bromley 037A,1645,55,73,114,76,80,149,256,421,228,150,43
